order_id,order_date,customer_id,product,category,quantity,price
1075,2026-06-15,2471,Milk 1L,Grocery,1,47388.22
1076,2026-04-09,4145,T-Shirt,Apparel,5,62621.7
1077,2026-07-28,3767,Jacket,Apparel,1,67973.57
1078,2026-07-02,4409,Jeans,Apparel,4,14132.15
1079,2026-05-07,710,Bread,Grocery,4,66067.48
1080,2026-07-26,4050,Bread,Grocery,2,60050.58
1081,2026-07-02,2264,Milk 1L,Grocery,4,17008.98
1082,2026-05-03,1969,T-Shirt,Apparel,5,75847.6
1083,2026-06-04,1994,Sneakers,Apparel,-1,35881.56
1084,2026-05-25,2883,Eggs Dozen,Grocery,4,44300.16
1085,2026-08-16,4390,Sneakers,Apparel,3,24564.51
1086,2026-07-11,4298,Jeans,Apparel,2,17349.95
1087,2026-03-09,4376,Jacket,Apparel,1,66618.64
1088,2026-07-25,4022,Keyboard,Electronics,1,77944.88
1089,2026-07-15,2069,Laptop,Electronics,5,22782.93
1090,2026-03-28,1223,Rice 5kg,Grocery,1,32086.56
1091,2026-03-17,1849,Jacket,Apparel,1,79513.75
1092,2026-07-30,4659,Sneakers,Apparel,4,72684.92
1093,2026-04-02,2168,T-Shirt,Apparel,5,76810.7
1094,2026-02-24,4865,T-Shirt,Apparel,2,19227.22
1095,2026-06-07,1913,Eggs Dozen,Grocery,1,18556.52
1096,2026-08-11,1166,Milk 1L,Grocery,4,9226.37
1097,2026-03-04,3598,Laptop,Electronics,2,63420.65
1098,2026-05-09,659,Monitor,Electronics,3,55993.71
1099,2026-04-22,4713,T-Shirt,Apparel,4,58775.99
1100,2026-04-09,3623,T-Shirt,Apparel,3,46120.95
1101,2026-03-23,3346,Milk 1L,Grocery,5,34899.0
1102,2026-06-06,3281,Eggs Dozen,Grocery,1,68625.76
1103,2026-07-10,4216,T-Shirt,Apparel,4,7090.38
1104,2026-05-10,3622,Headphones,Electronics,4,33089.14
1105,2026-07-23,995,Mouse,Electronics,3,43960.11
1106,2026-06-25,1841,Headphones,Electronics,2,56797.14
1107,2026-04-13,2240,Monitor,Electronics,1,51834.39
1108,2026-04-10,4164,Bread,Grocery,4,19536.29
1109,2026-05-10,4160,Jeans,Apparel,1,22135.98
1110,2026-05-13,1218,Rice 5kg,Grocery,3,58097.78
1111,2026-06-15,1546,Bread,Grocery,3,26628.57
1112,2026-08-16,3875,Jeans,Apparel,5,30668.52
1113,2026-07-25,304,Sneakers,Apparel,4,79073.7
1114,2026-07-07,3744,Headphones,Electronics,5,26592.98
1115,2026-03-27,2172,Mouse,Electronics,4,69681.09
1116,2026-06-29,2595,Bread,Grocery,1,68148.64
1117,2026-03-25,1864,Sneakers,Apparel,5,2920.13
1118,2026-05-28,1363,T-Shirt,Apparel,4,78268.1
1119,2026-04-12,1193,Jacket,Apparel,1,3726.98
1120,2026-08-16,3134,Headphones,Electronics,4,45295.95
1121,2026-08-16,2092,Jeans,Apparel,4,73030.68
1122,2026-08-06,2831,T-Shirt,Apparel,4,72101.69
1123,2026-03-26,3959,Jacket,Apparel,4,55240.57
1124,2026-04-30,3243,Mouse,Electronics,4,45775.22
1125,2026-04-04,4070,Rice 5kg,Grocery,5,69212.14
1126,2026-06-03,1121,Milk 1L,Grocery,5,64164.46
1127,2026-05-03,739,T-Shirt,Apparel,1,24749.18
1128,2026-05-17,4349,Eggs Dozen,Grocery,4,14092.42
1129,2026-04-19,2775,Jacket,Apparel,2,20594.76
1130,2026-05-06,3256,Monitor,Electronics,1,11303.52
1131,2026-05-11,2148,Jacket,Apparel,-1,63265.02
1132,2026-07-26,4600,Sneakers,Apparel,3,8712.27
1133,2026-07-30,956,Milk 1L,Grocery,1,50850.54
1134,2026-03-07,1112,Laptop,Electronics,1,24383.95
1135,2026-05-02,1266,Bread,Grocery,3,53655.37
1136,2026-08-18,1780,Rice 5kg,Grocery,4,49271.39
1137,2026-03-04,2939,Bread,Grocery,2,68443.24
1138,2026-03-11,1738,Monitor,Electronics,3,15225.19
1139,2026-06-21,563,T-Shirt,Apparel,1,62954.23
1140,2026-04-28,4883,Jeans,Apparel,5,17315.31
1141,2026-05-03,212,Keyboard,Electronics,2,79002.81
1142,2026-05-03,430,Laptop,Electronics,3,63209.27
1143,2026-05-11,4864,Monitor,Electronics,5,9136.26
1144,2026-06-29,4272,Monitor,Electronics,5,17762.9
1145,2026-05-23,4017,Bread,Grocery,1,4912.99
1146,2026-04-18,4796,Sneakers,Apparel,1,71946.38
1147,2026-04-05,813,Jacket,Apparel,4,79570.49
1148,2026-05-10,2777,T-Shirt,Apparel,5,57681.15
1149,2026-05-15,1251,Bread,Grocery,4,58382.52
1150,2026-05-28,3053,Sneakers,Apparel,1,7343.42
1151,2026-03-14,2897,Headphones,Electronics,1,46937.88
1152,2026-08-18,1743,Sneakers,Apparel,1,77473.47
1153,2026-08-05,2283,Monitor,Electronics,2,67789.62
1154,2026-04-03,4561,Jeans,Apparel,4,67620.16
1155,2026-05-25,2876,Headphones,Electronics,3,2364.81
1156,2026-03-29,252,Mouse,Electronics,2,45327.37
1157,2026-07-19,2658,Headphones,Electronics,2,30126.74
1158,2026-04-29,3630,T-Shirt,Apparel,1,12488.61
1159,2026-05-26,2828,Sneakers,Apparel,4,48585.73
1160,2026-06-04,1807,Rice 5kg,Grocery,3,54273.52
1161,2026-04-09,2372,Rice 5kg,Grocery,1,16393.63
1162,2026-04-25,1886,Rice 5kg,Grocery,1,39815.96
1163,2026-03-24,638,Jacket,Apparel,1,31795.84
1164,2026-03-17,2661,Bread,Grocery,5,32383.61
1165,2026-03-21,1994,Headphones,Electronics,4,66570.47
1166,2026-06-18,1378,Bread,Grocery,5,6337.83
1167,2026-08-04,1210,Headphones,Electronics,1,42471.86
1168,2026-05-13,618,Laptop,Electronics,2,20514.66
1169,2026-08-11,4625,Monitor,Electronics,4,60367.94
1170,2026-03-15,2251,Jacket,Apparel,3,12119.04
1171,2026-02-26,2352,T-Shirt,Apparel,3,40611.58
1172,2026-05-01,337,Laptop,Electronics,5,47546.68
1173,2026-03-19,2814,Milk 1L,Grocery,3,48420.22
1174,2026-03-29,4294,T-Shirt,Apparel,5,51707.86
1175,2026-07-07,4898,Jeans,Apparel,3,29859.52
1176,2026-03-02,4938,Keyboard,Electronics,1,26408.78
1177,2026-07-14,3211,Keyboard,Electronics,1,46640.02
1178,2026-05-08,4313,Headphones,Electronics,1,24801.07
1179,2026-03-08,3984,Monitor,Electronics,5,28978.16
1180,2026-03-17,4422,Mouse,Electronics,2,12437.87
1181,2026-04-25,1482,T-Shirt,Apparel,3,70117.6
1182,2026-07-26,2335,Jeans,Apparel,4,3543.21
1183,2026-06-16,1590,Sneakers,Apparel,2,42744.19
1184,2026-02-27,1328,Bread,Grocery,4,61566.61
1185,2026-07-08,841,Headphones,Electronics,2,69846.5
1186,2026-03-31,3584,T-Shirt,Apparel,3,6755.82
1187,2026-06-10,3064,Mouse,Electronics,4,70776.15
1188,2026-08-12,2747,Monitor,Electronics,1,30024.27
1189,2026-07-22,3843,Mouse,Electronics,1,22986.01
1190,2026-04-14,4988,Rice 5kg,Grocery,1,1569.36
1191,2026-05-19,3745,Sneakers,Apparel,1,62105.0
1192,2026-05-02,1177,Laptop,Electronics,-1,47759.29
1193,2026-02-21,702,Bread,Grocery,1,49204.03
1194,2026-05-23,167,Jacket,Apparel,1,76274.62
1195,2026-07-15,554,Bread,Grocery,1,50871.88
1196,2026-08-15,4473,Milk 1L,Grocery,1,61731.53
1197,2026-06-27,3750,Milk 1L,Grocery,4,78466.49
1198,2026-05-24,4223,Keyboard,Electronics,2,3552.31
1199,2026-06-11,392,Bread,Grocery,3,2977.83
1200,2026-08-05,3168,Jacket,Apparel,3,10001.78
1201,2026-08-15,677,Milk 1L,Grocery,4,55380.88
1202,2026-03-06,841,Sneakers,Apparel,1,34477.04
1203,2026-05-21,2880,Keyboard,Electronics,3,24554.34
1204,2026-03-24,470,Rice 5kg,Grocery,3,49207.38
1205,2026-05-27,4978,Monitor,Electronics,3,41071.23
1206,2026-05-19,4647,Sneakers,Apparel,1,10142.09
1207,2026-06-28,4702,Headphones,Electronics,2,54341.01
1208,2026-06-17,1525,Headphones,Electronics,3,31872.82
1209,2026-05-30,2340,Bread,Grocery,5,9464.99
1210,2026-03-28,3647,Sneakers,Apparel,2,9854.86
1211,2026-02-22,1291,Keyboard,Electronics,3,56777.76
1212,2026-06-28,4048,Jeans,Apparel,3,40725.02
1213,2026-08-15,707,Keyboard,Electronics,5,45803.58
1214,2026-05-02,4710,Keyboard,Electronics,4,79967.62
1215,2026-08-03,4517,Mouse,Electronics,3,51404.97
1216,2026-03-06,1254,Jeans,Apparel,2,34637.83
1217,2026-04-10,2327,Milk 1L,Grocery,2,25846.73
1218,2026-02-23,4371,Keyboard,Electronics,2,50822.81
1219,2026-07-18,4958,Headphones,Electronics,2,47365.09
1220,2026-08-18,1727,Rice 5kg,Grocery,1,6543.77
1221,2026-06-09,2475,Sneakers,Apparel,5,51137.35
1222,2026-03-06,3967,Milk 1L,Grocery,4,23829.84
1223,2026-06-11,2830,Milk 1L,Grocery,3,48552.49
1224,2026-06-10,3684,Milk 1L,Grocery,3,41222.66
1225,2026-07-22,1309,Mouse,Electronics,1,4095.89
1226,2026-04-18,2528,Eggs Dozen,Grocery,2,61061.55
1227,2026-02-20,2891,Rice 5kg,Grocery,1,75621.36
1228,2026-08-07,4397,Laptop,Electronics,3,39616.79
1229,2026-07-14,371,Laptop,Electronics,4,10758.1
1230,2026-05-22,3690,Rice 5kg,Grocery,5,44967.26
1231,2026-03-03,2778,Jacket,Apparel,5,54447.87
1232,2026-07-04,1123,Jacket,Apparel,2,15964.68
1233,2026-08-01,2610,Jacket,Apparel,4,41570.65
1234,2026-05-15,4361,Monitor,Electronics,5,59158.58
1235,2026-07-09,4782,Eggs Dozen,Grocery,4,65269.12
1236,2026-08-15,4732,Rice 5kg,Grocery,5,37993.49
1237,2026-05-18,3115,Laptop,Electronics,5,38461.88
1238,2026-02-23,3431,Mouse,Electronics,1,45826.99
1239,2026-06-06,511,Monitor,Electronics,2,32859.67
1240,2026-05-24,2571,Jeans,Apparel,5,16626.97
1241,2026-06-12,2166,Monitor,Electronics,5,27419.05
1242,2026-03-31,2439,Sneakers,Apparel,2,76589.12
1243,2026-03-31,2241,Milk 1L,Grocery,4,25397.41
1244,2026-08-17,1200,Rice 5kg,Grocery,5,54145.95
1245,2026-08-01,3925,Rice 5kg,Grocery,3,76427.33
1246,2026-05-06,4808,Mouse,Electronics,5,21727.06
1247,2026-04-17,3386,Mouse,Electronics,1,53603.23
1248,2026-02-25,1294,Bread,Grocery,1,54511.3
1249,2026-04-20,485,Bread,Grocery,4,52060.57
1250,2026-03-02,1435,Headphones,Electronics,2,42835.42
1251,2026-04-12,2372,Milk 1L,Grocery,1,79773.89
1252,2026-07-30,4451,Laptop,Electronics,3,45458.55
1253,2026-04-27,1332,Sneakers,Apparel,2,68092.23
1254,2026-06-20,1583,Sneakers,Apparel,-1,57501.92
1255,2026-06-02,1514,Headphones,Electronics,4,66167.84
1256,2026-07-12,2188,Monitor,Electronics,-1,74869.24
1257,2026-02-20,509,Eggs Dozen,Grocery,-1,57844.46
1258,2026-03-28,2548,T-Shirt,Apparel,4,24579.17
1259,2026-07-14,3728,T-Shirt,Apparel,3,29435.14
1260,2026-06-06,1790,Jacket,Apparel,4,56170.16
1261,2026-06-04,920,Headphones,Electronics,1,42064.26
1262,2026-03-10,3620,Headphones,Electronics,5,16212.43
1263,2026-07-30,1081,Mouse,Electronics,5,39131.8
1264,2026-05-10,179,Sneakers,Apparel,4,45134.7
1265,2026-08-04,523,Eggs Dozen,Grocery,1,59677.07
1266,2026-03-26,1110,T-Shirt,Apparel,1,78891.67
1267,2026-06-30,3078,Sneakers,Apparel,3,79428.89
1268,2026-03-10,4333,Headphones,Electronics,2,52300.05
1269,2026-07-23,3475,Mouse,Electronics,1,60506.54
1270,2026-04-20,925,Sneakers,Apparel,2,19838.59
1271,2026-05-31,827,Monitor,Electronics,5,61295.97
1272,2026-05-04,3296,T-Shirt,Apparel,4,47842.9
1273,2026-05-25,2370,Milk 1L,Grocery,5,17420.67
1274,2026-06-13,1174,Headphones,Electronics,3,46219.11
1275,2026-04-20,1435,Jeans,Apparel,4,24075.05
1276,2026-04-12,4297,Sneakers,Apparel,5,39674.88
1277,2026-08-02,1847,Bread,Grocery,4,11979.95
1278,2026-06-02,1099,Milk 1L,Grocery,4,73183.56
1279,2026-04-12,758,Milk 1L,Grocery,3,16306.77
1280,2026-04-01,1542,Jeans,Apparel,1,21513.5
1281,2026-06-11,1736,Jeans,Apparel,4,16750.68
1282,2026-02-23,1961,Laptop,Electronics,4,73159.58
1283,2026-03-24,4201,Jacket,Apparel,3,30483.91
1284,2026-08-08,1665,Bread,Grocery,1,64235.19
1285,2026-05-09,4533,Eggs Dozen,Grocery,4,3704.95
1286,2026-02-23,4091,Sneakers,Apparel,3,12235.29
1287,2026-07-17,3776,Jacket,Apparel,3,61080.68
1288,2026-05-12,482,Keyboard,Electronics,2,11239.68
1289,2026-03-27,1896,T-Shirt,Apparel,1,75617.79
1290,2026-05-04,3959,Mouse,Electronics,1,17536.64
1291,2026-02-28,2251,Sneakers,Apparel,1,578.66
1292,2026-03-16,1469,Jacket,Apparel,1,40202.17
1293,2026-08-16,2190,Laptop,Electronics,5,11954.35
1294,2026-07-19,2458,Rice 5kg,Grocery,3,76745.86
1295,2026-06-04,78,T-Shirt,Apparel,1,7525.37
1296,2026-05-21,782,Jeans,Apparel,1,40013.68
1297,2026-08-17,382,T-Shirt,Apparel,2,16952.79
1298,2026-03-23,1698,Keyboard,Electronics,5,45102.61
1299,2026-02-28,3188,Jeans,Apparel,4,74313.55
1300,2026-08-03,4103,Jacket,Apparel,4,60460.96
1301,2026-03-04,4880,Jacket,Apparel,1,7859.98
1302,2026-06-06,4531,Eggs Dozen,Grocery,1,50748.13
1303,2026-06-23,2019,Bread,Grocery,2,54391.6
1304,2026-04-07,3192,T-Shirt,Apparel,1,21474.36
1305,2026-06-18,838,Eggs Dozen,Grocery,1,7367.06
1306,2026-04-14,735,Laptop,Electronics,2,34506.81
1307,2026-03-01,3177,Rice 5kg,Grocery,5,47863.6
1308,2026-02-24,2467,Headphones,Electronics,2,45778.24
1309,2026-03-28,631,Bread,Grocery,2,5108.21
1310,2026-06-29,1110,Eggs Dozen,Grocery,2,57685.91
1311,2026-05-25,2743,Rice 5kg,Grocery,4,26610.77
1312,2026-04-18,3263,Milk 1L,Grocery,3,25687.18
1313,2026-04-01,3219,Eggs Dozen,Grocery,4,77422.66
1314,2026-07-06,221,Rice 5kg,Grocery,5,16024.01
1315,2026-03-30,3352,Sneakers,Apparel,2,35104.47
1316,2026-02-26,3089,Sneakers,Apparel,2,50685.22
1317,2026-06-05,3427,Monitor,Electronics,5,38364.81
1318,2026-04-01,896,T-Shirt,Apparel,3,56145.66
1319,2026-07-11,3274,Keyboard,Electronics,2,51777.64
1320,2026-03-05,4756,Bread,Grocery,1,893.29
1321,2026-04-19,1235,Jeans,Apparel,4,29960.86
1322,2026-07-05,1161,Rice 5kg,Grocery,4,8408.72
1323,2026-05-26,3590,Eggs Dozen,Grocery,3,36453.84
1324,2026-05-15,2811,Sneakers,Apparel,3,5420.59
1325,2026-05-14,2712,T-Shirt,Apparel,2,74397.3
1326,2026-04-18,3541,Sneakers,Apparel,4,18586.85
1326,2026-06-21,1760,Rice 5kg,Grocery,5,70653.64
1328,2026-06-01,1615,Keyboard,Electronics,1,46208.97
1329,2026-04-30,3184,Rice 5kg,Grocery,3,53672.58
1330,2026-07-26,2437,Sneakers,Apparel,5,9182.85
1331,2026-05-03,1159,T-Shirt,Apparel,2,25089.2
1332,2026-03-31,4403,Sneakers,Apparel,4,47734.24
1333,2026-03-22,440,Jeans,Apparel,5,13390.9
1334,2026-08-15,4055,Rice 5kg,Grocery,4,10965.95
1335,2026-05-27,1807,Bread,Grocery,4,56825.88
1336,2026-03-14,4058,Rice 5kg,Grocery,3,18026.23
1337,2026-06-26,341,T-Shirt,Apparel,5,9180.82
1338,2026-03-30,2028,Sneakers,Apparel,5,17522.43
1339,2026-07-31,962,Rice 5kg,Grocery,4,21062.08
1340,2026-03-29,1141,Mouse,Electronics,5,55146.23
1341,2026-05-11,2398,Mouse,Electronics,1,45627.44
1342,2026-06-04,3372,Eggs Dozen,Grocery,5,78839.79
1343,2026-08-01,2028,Keyboard,Electronics,2,56129.05
1344,2026-07-26,619,Sneakers,Apparel,4,11416.62
1345,2026-03-01,3999,T-Shirt,Apparel,4,41273.3
1346,2026-02-27,519,Rice 5kg,Grocery,1,58488.01
1347,2026-06-20,2324,Sneakers,Apparel,2,77451.88
1348,2026-07-17,377,Milk 1L,Grocery,5,68201.18
1348,2026-05-20,3505,Monitor,Electronics,1,9982.76
1350,2026-05-14,2052,Mouse,Electronics,3,12760.25
1351,2026-04-30,3517,Keyboard,Electronics,2,4190.39
1352,2026-03-10,3646,T-Shirt,Apparel,1,136.85
1353,2026-04-24,581,Laptop,Electronics,3,65377.87
1354,2026-05-31,1124,Monitor,Electronics,1,58474.53
1355,2026-07-14,2877,Milk 1L,Grocery,2,5519.51
1356,2026-08-18,824,Jeans,Apparel,2,73595.54
1357,2026-06-12,2030,Laptop,Electronics,5,58414.23
1358,2026-07-21,220,Rice 5kg,Grocery,2,44294.06
1359,2026-05-11,448,Jacket,Apparel,2,41444.04
1360,2026-05-25,99,Monitor,Electronics,4,9063.86
1361,2026-07-04,1416,Eggs Dozen,Grocery,2,30977.72
1362,2026-05-29,3261,Rice 5kg,Grocery,-1,47009.71
1363,2026-03-09,4405,Jacket,Apparel,5,61380.44
1364,2026-08-12,1273,Jeans,Apparel,3,6733.59
1365,2026-03-23,2541,Jacket,Apparel,4,46935.65
1366,2026-03-09,4988,Sneakers,Apparel,2,4679.58
1367,2026-03-31,2841,Keyboard,Electronics,2,9599.47
1368,2026-03-06,968,Jacket,Apparel,2,29780.96
1369,2026-06-07,632,Keyboard,Electronics,4,21794.85
1370,2026-05-07,2090,Bread,Grocery,5,28841.91
1371,2026-06-26,2004,Headphones,Electronics,1,18310.93
1372,2026-08-13,4530,Monitor,Electronics,3,30669.21
1373,2026-07-31,639,Sneakers,Apparel,2,25778.07
1374,2026-05-07,377,Jacket,Apparel,1,40188.17
1375,2026-03-31,3742,Rice 5kg,Grocery,4,69289.28
1376,2026-07-07,3017,Keyboard,Electronics,2,23363.03
1377,2026-04-22,3360,Sneakers,Apparel,2,58610.44
1378,2026-02-21,12,Mouse,Electronics,5,27746.57
1379,2026-05-24,491,Sneakers,Apparel,3,8360.72
1380,2026-02-28,3052,Keyboard,Electronics,1,3559.83
1381,2026-03-29,4652,Rice 5kg,Grocery,5,7691.38
1382,2026-08-11,2673,Monitor,Electronics,2,18979.9
1383,2026-06-20,893,Bread,Grocery,3,18727.22
1384,2026-07-05,1701,Laptop,Electronics,2,35992.86
1385,2026-06-09,4943,Eggs Dozen,Grocery,4,21237.38
1386,2026-05-27,402,Mouse,Electronics,3,11908.49
1387,2026-02-25,4555,Jacket,Apparel,3,65616.16
1387,2026-05-18,1821,Jeans,Apparel,1,36990.36
1389,2026-06-23,2121,Mouse,Electronics,4,29810.57
1390,2026-03-16,2717,Laptop,Electronics,1,15860.14
1391,2026-06-24,4065,Laptop,Electronics,4,4098.48
1392,2026-06-30,1218,Monitor,Electronics,4,13865.94
1393,2026-06-21,3925,Headphones,Electronics,5,49377.32
1394,2026-07-07,2042,Laptop,Electronics,3,30672.07
1395,2026-06-16,4634,T-Shirt,Apparel,4,62564.17
1396,2026-06-12,2302,Jacket,Apparel,4,21671.33
1397,2026-02-24,2031,Monitor,Electronics,5,28626.76
1398,2026-05-10,1798,Jeans,Apparel,3,42718.48
1399,2026-08-06,2606,Sneakers,Apparel,3,74819.72
1400,2026-03-21,4613,Jacket,Apparel,5,2305.12
1401,2026-07-02,1793,Monitor,Electronics,5,24758.79
1402,2026-03-07,1454,Headphones,Electronics,4,104.65
1403,2026-02-25,4312,Rice 5kg,Grocery,1,11859.58
1404,2026-04-16,2643,Rice 5kg,Grocery,3,56377.81
1405,2026-03-30,4604,Mouse,Electronics,4,63357.81
1406,2026-03-16,2413,Jacket,Apparel,2,53259.26
1407,2026-05-08,4649,Mouse,Electronics,1,75905.61
1408,2026-04-18,853,Mouse,Electronics,5,25491.44
1409,2026-07-06,727,Milk 1L,Grocery,3,59640.2
1410,2026-07-18,886,Jacket,Apparel,4,961.08
1411,2026-06-29,4040,T-Shirt,Apparel,1,30905.67
1412,2026-07-14,1848,Eggs Dozen,Grocery,5,30059.04
1413,2026-04-20,858,Monitor,Electronics,1,63945.61
1414,2026-03-02,763,Keyboard,Electronics,2,71040.1
1415,2026-03-02,439,Bread,Grocery,1,34534.3
1416,2026-02-27,4425,Keyboard,Electronics,2,77953.15
1417,2026-03-15,1259,Eggs Dozen,Grocery,3,19041.99
1418,2026-04-30,1636,Keyboard,Electronics,1,34237.1
1419,2026-07-14,2527,Laptop,Electronics,2,13708.03
1420,2026-06-27,3040,Bread,Grocery,4,71595.45
1421,2026-07-30,2201,Eggs Dozen,Grocery,2,35689.73
1422,2026-06-26,4436,T-Shirt,Apparel,2,60191.2
1423,2026-06-24,3890,Milk 1L,Grocery,5,4925.65
1424,2026-04-08,4680,Jeans,Apparel,4,23943.23
1425,2026-03-05,1736,Jeans,Apparel,1,75942.92
1426,2026-07-22,1212,Mouse,Electronics,1,33898.82
1427,2026-04-30,3256,Jacket,Apparel,3,72868.82
1428,2026-07-26,4814,Jacket,Apparel,3,41599.07
1429,2026-04-25,821,Sneakers,Apparel,1,33184.67
1430,2026-05-31,2164,Headphones,Electronics,1,62870.36
1431,2026-08-06,4987,Bread,Grocery,5,48736.52
1432,2026-08-18,3893,Sneakers,Apparel,1,31693.63
1433,2026-02-26,805,Eggs Dozen,Grocery,1,27062.39
1434,2026-03-19,3415,Mouse,Electronics,3,77938.84
1435,2026-04-30,4232,T-Shirt,Apparel,2,35365.24
1436,2026-06-24,4295,Rice 5kg,Grocery,5,63329.66
1437,2026-06-18,3740,T-Shirt,Apparel,2,15461.44
1438,2026-08-02,1015,Keyboard,Electronics,2,21954.5
1439,2026-03-31,4808,T-Shirt,Apparel,2,29828.72
1440,2026-04-09,2336,Jacket,Apparel,3,13122.91
1441,2026-06-21,1845,Monitor,Electronics,1,13074.45
1442,2026-06-09,73,Jeans,Apparel,3,52144.41
1443,2026-05-04,2503,Milk 1L,Grocery,-1,48111.3
1444,2026-02-26,2476,Jacket,Apparel,4,71643.86
1445,2026-08-16,3066,Sneakers,Apparel,5,8229.85
1446,2026-04-08,2664,Jacket,Apparel,3,54768.83
1447,2026-05-06,4916,Eggs Dozen,Grocery,3,15109.39
1448,2026-03-25,3429,Eggs Dozen,Grocery,2,57716.59
1449,2026-08-06,1822,Bread,Grocery,1,46662.75
1450,2026-07-18,1484,Sneakers,Apparel,3,40609.82
1451,2026-08-14,1500,Rice 5kg,Grocery,4,10279.13
1452,2026-06-11,2715,Jacket,Apparel,1,17819.17
